PERIMETER,OPENALL5_,OPENALL5_I,ACAD_TEXT,PARCEL_ID2,CNTY_CAT,NAME,CUR_LU1,CUR_LU2,FEDERAL,STATE,REGIONAL_2,REGIONAL,INDEX,LOCATION,AREA,AREA_TYPE,PP_NUMBER,P_F_LU,OWNER_TYPE,OWNER_NAME,OWNER_ADD1,OWNER_ADD2,LU_CONTROL,C_R_DEVEL,ESMNTNOINF,ESMNTDIVES,ESMNTDIVRW,ESMNTCLEAR,ESMNTACCES,ESMNTELECT,ESMNTPIPE,SPAN_BOUND,COUNTY_1,COUNTY_2,TOWNSHIP_1,TOWNSHIP_2,CITY_1,CITY_2,SOURCE_AGC,SOURCE_PER,SOURCE_PHO,SOURCE_TD,LAST_ENTRY,FIELD_CHKD,DESCRIP,ACREScalc,Edited,DowntownGS,CPCGptHide,URL,OBJECTID,Shape_Length,Shape_Area,GrnPrtClass,CITY,SizeClass,SizeScore
0,673,4550,CU08-IN-SC-P-067,CU-IN-SC-P-067,CU-IN,CASE WESTERN RESERVE UNIVERSITY (CARLTON ROAD),INSTITUTIONAL,SCHOOL/COLLEGE-PRIV,0,0,0, ,1072.00000,CITY OF CLEVELAND,0,CALCULATED,121-06-020, , ,CASE WESTERN RESERVE UNIVERSITY,11945 CARLTON RD,"CLEVELAND, OH  44106",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Cleveland Civic Vision 2000 ""Citywide Plan""",1993/11/17 00:00:00+00,N,ADJACENT TO CU08-IN-CL-E-215 AND CU08-PA-LM-E-214,3.15403340834941,y, , , ,153,661.012773640096,22776.1608452858,Other,,,
0,675,4514,CU08-IN-SC-P-067,CU-IN-SC-P-067,CU-IN,CASE WESTERN RESERVE UNIVERSITY (CARLTON ROAD),INSTITUTIONAL,SCHOOL/COLLEGE-PRIV,0,0,0, ,1072.00000,CITY OF CLEVELAND,0,CALCULATED,121-06-020, , ,CASE WESTERN RESERVE UNIVERSITY,11945 CARLTON RD,"CLEVELAND, OH  44106",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Cleveland Civic Vision 2000 ""Citywide Plan""",1993/11/17 00:00:00+00,N,ADJACENT TO CU08-IN-CL-E-215 AND CU08-PA-LM-E-214,1.24148612000595,y, , , ,154,415.208960925787,8965.06476774521,Other,,,
0,678,4555,CU08-IN-SC-P-068,CU-IN-SC-P-068,CU-IN,CASE WESTERN RESERVE UNIVERSITY (EUCLID & EAST),INSTITUTIONAL,SCHOOL/COLLEGE-PRIV,0,0,0, ,1073.00000,CITY OF CLEVELAND,0,CALCULATED,121-10-001, , ,CASE WESTERN RESERVE UNIV,10900 EUCLID AVE,"CLEVELAND, OH  44106",CITY OF CLEVELAND ZONING,NO INFORMATION, , ,X, , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Cleveland Civic Vision 2000 ""Citywide Plan""",1993/11/17 00:00:00+00,N,DIVIDED BY ADELBERT ROAD.  ADJACENT TO CU08-IN-HO-P-034,1.51304369921665,y, , , ,156,490.001862789468,10925.9932231005,Other,,,
0,687,4337,CU08-IN-CL-E-149,CU-IN-CL-E-149,CU-IN,ST. ANNS CHURCH,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,635.00000,CITY OF CLEVELAND HEIGHTS,0,CALCULATED,686-06-001, , ,ST ANN PARISH HOBAN EDW F BISHOP OF CLEVE,COVENTRY & CEDAR RDS,CLEVE OH 44118,CITY OF CLEVELAND HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/10/28 00:00:00+00,N, ,5.76084537777708,y, , , ,159,818.144373827268,41599.1666480249,Other,,,
0,690,4669,CU19-IN-SC-M-172,CU-IN-SC-M-172,CU-IN,WILEY JUNIOR HIGH SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,949.00000,CITY OF UNIVERSITY HEIGHTS,0,CALCULATED,721-08-012, , ,BD OF ED CLEVE HTS,MIRAMAR BLVD,"CLEVELAND, OH  44118",CITY OF UNIVERSITY HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/03 00:00:00+00,Y,ADJACENT TO CU08-PA-LM-E-135,16.2240501947964,y, , , ,160,2063.12717590845,117153.299048754,Other,,,
0,698,5060,CU20-IN-SC-P-048,CU-IN-SC-P-048,CU-IN,CASE WESTERN RESERVE UNIVERSITY,INSTITUTIONAL,SCHOOL/COLLEGE-PRIV,0,0,0, ,1056.00000,VILLAGE OF HUNTING VALLEY,0,CALCULATED,881-08-001, , ,WESTERN RESERVE UNIVERSITY,37125 FAIRMOUNT BLVD,"CLEVELAND, OH  44022",VILLAGE OF HUNTING VALLEY ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/09 00:00:00+00,N, ,384.550272787236,y, , , ,163,10658.3367989297,2776463.15926807,Other,,,
0,699,4072,CU18-MO-CE-M-025,CU-MO-CE-M-025,CU-MO,ERIE ST. CEMETERY,INSTITUTIONAL,CEMETERY-MUNICIPAL,0,0,0, ,254.00000,CITY OF CLEVELAND,0,CALCULATED,101-38-007, , ,CLEVELAND CITY OF,E 9 ST,"CLEVELAND, OH  44115",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/19 00:00:00+00,N, ,8.87101467257905,y, , , ,164,1207.96452388423,64052.2864702185,Cemetery,,,
0,700,4552,CU19-IN-CL-E-148,CU-IN-CL-E-148,CU-IN,BAPTIST CHURCH,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,634.00000,CITY OF CLEVELAND HEIGHTS,0,CALCULATED,685-19-013, , ,OHIO BAPTIST HOME OF NORTHERN,1801 CHESTNUT HILLS,CLEVE OH 44131-3545,CITY OF CLEVELAND HEIGHTS ZONING,NO INFORMATION, , ,X, , , , ,YES, , , , ,Cleveland,Cleveland Heights,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/10/28 00:00:00+00,N,"ADJACENT TO CU08-MO-MU-E-107; APPROX. 3.4 ACRES IN CLEVELAND; DIVIDED BY AMBLESIDE DRIVE",3.94449410557248,y, , , ,165,743.425631460997,28481.5247594865,Other,,,
0,700,4552,CU19-IN-CL-E-148,CU-IN-CL-E-148,CU-IN,BAPTIST CHURCH,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,634.00000,CITY OF CLEVELAND HEIGHTS,0,CALCULATED,685-19-013, , ,OHIO BAPTIST HOME OF NORTHERN,1801 CHESTNUT HILLS,CLEVE OH 44131-3545,CITY OF CLEVELAND HEIGHTS ZONING,NO INFORMATION, , ,X, , , , ,YES, , , , ,Cleveland,Cleveland Heights,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/10/28 00:00:00+00,N,"ADJACENT TO CU08-MO-MU-E-107; APPROX. 3.4 ACRES IN CLEVELAND; DIVIDED BY AMBLESIDE DRIVE",3.35384659030717,y, , , ,166,758.992353008827,24216.8586489116,Other,,,
0,701,4159,CU19-IN-CL-E-167,CU-IN-CL-E-167,CU-IN,TEMPLE EMANUEL,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,651.00000,CITY OF UNIVERSITY HEIGHTS,0,CALCULATED,721-18-031, , ,TEMPLE EMANUEL,2200 SOUTH GREEN,CLEVE OH 44121-3382,CITY OF UNIVERSITY HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/03 00:00:00+00,N, ,1.02976864663441,y, , , ,167,412.083254641333,7435.72042897079,Other,,,
0,703,3697,CU17-PA-LM-E-008,CU-PA-LM-E-008,CU-PA,LAKEWOOD PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,8.00000,CITY OF LAKEWOOD,0,CALCULATED,312-02-002, , ,LAKEWOOD CITY OF,14800 LAKE AVE,"CLEVELAND, OH  44107",CITY OF LAKEWOOD ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/09/03 00:00:00+00,N,ADJACENT TO CU17-IN-SC-P-001,40.5318793293458,y, , , ,168,2195.64806198427,292637.522383102,Park,LAKEWOOD,Neighborhood,3
0,705,4949,CU20-IN-SC-P-057,CU-IN-SC-P-057,CU-IN,URSULINE COLLEGE,INSTITUTIONAL,SCHOOL/COLLEGE-PRIV,0,0,0, ,1063.00000,CITY OF PEPPER PIKE,0,CALCULATED,871-08-002, , ,URSULINE COLLEGE,LANDER RD,"CLEVELAND, OH  44124",CITY OF PEPPER PIKE ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/10 00:00:00+00,N, ,108.804389700057,y, , , ,169,3835.43626146559,785559.424702272,Other,,,
0,708,3719,CU17-IN-SC-P-001,CU-IN-SC-P-001,CU-IN,LAKEWOOD CATHOLIC ACADEMY,INSTITUTIONAL,SCHOOL/COLLEGE-PRIV,0,0,0, ,1018.00000,CITY OF LAKEWOOD,0,CALCULATED,312-02-001, , ,OF ST AUGUSTINE SISTERS OF CHARITY ORDER,14808 LAKE AVE,"CLEVELAND, OH  44107",CITY OF LAKEWOOD ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,CCPC,"R. Watkins, GIS",(216)443-3700, ,1993/09/03 00:00:00+00,N,ADJACENT TO CU17-PA-LM-E-008,0.440463446494499,y, , , ,171,468.279257566355,3180.02252368286,Other,LAKEWOOD,,
0,709,4591,CU19-MO-MU-E-158,CU-MO-MU-E-158,CU-MO,BALDWIN PURIFICATION PLANT,TRANSP/UTILITY,MUNICIPAL LANDS,0,0,0, ,492.00000,CITY OF CLEVELAND,0,CALCULATED,121-30-001, , ,CLEVE CITY OF BALDWIN RESV,E BLVD NONE,"CLEVELAND, OH  44106",CITY OF CLEVELAND ZONING,NO INFORMATION, , ,X, , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Cleveland Civic Vision 2000 ""Citywide Plan""",1993/11/17 00:00:00+00,N,DIVIDED BY BALDWIN RD.,20.5428329124033,y, , , ,172,1651.74732170082,148318.057772485,Other,,,
0,710,4670,CU19-IN-SC-M-171,CU-IN-SC-M-171,CU-IN,Walter Stinson Park,PARK,LOCAL/MUNICIPAL,0,0,0, ,948.00000,CITY OF UNIVERSITY HEIGHTS,0,CALCULATED,722-17-026, , ,CITY OF UNIVERSITY HTS,SAYBROOK RD,"CLEVELAND, OH  44118",CITY OF UNIVERSITY HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,CCPC,CCPC,(216)443-3700,,2015/10/09 00:00:00+00,Y,FORMER NORTHWOOD ELEMENTARY SCHOOL,6.21727120354093,y, , , ,173,1017.69524695469,44890.3880166973,Park,UNIVERSITY HEIGHTS,,
0,711,4940,CU19-IN-SC-M-130,CU-IN-SC-M-130,CU-IN,SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,909.00000,CITY OF BEACHWOOD,0,CALCULATED,741-12-051, , ,BOARD OF ED,HILLTOP DRIVE,"BEACHWOOD, OH  44122",CITY OF BEACHWOOD ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/10/27 00:00:00+00,Y, ,12.2815038709361,y, , , ,174,1397.45921228015,88675.1599900075,Other,,,
0,717,4160,CU19-IN-SC-M-170,CU-IN-SC-M-170,CU-IN,BELVOIR ELEMENTARY SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,947.00000,CITY OF UNIVERSITY HEIGHTS,0,CALCULATED,721-20-025, , ,BD OF ED CLEVE HTS S/D,WRENFORD RD,"CLEVELAND, OH  44118",CITY OF UNIVERSITY HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/11/03 00:00:00+00,Y, ,13.4837085562193,y, , , ,176,1489.46021143298,97352.1315006889,Other,,,
0,721,4351,CU19-PA-LM-E-116,CU-PA-LM-E-116,CU-PA,SHAKER LAKES PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,99.00000,CITY OF SHAKER HEIGHTS,0,CALCULATED,731-01-001, , ,CLEVELAND CITY,S PARK BLVD,"CLEVELAND, OH  44120","CITIES OF SHAKER HEIGHTS, CLEVELAND, AND CLEVELAND HEIGHTS ZONING",NO INFORMATION, , ,X, , , , ,YES, , , , ,Cleveland,Cleveland Heights,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/10/26 00:00:00+00,Y,"APPROX. 101.8 ACRES IN CLEVELAND HEIGHTS; APPROX. 28.7 ACRES IN CLEVELAND; DIVIDED BY LEE ROAD, NORTH MORELAND BOULEVARD, SOUTH PARK BOULEVARD, SHAKER BOULEVARD, NORTH PARK BOULEVARD, COVENTRY ROAD, AND NORTH WOODLAND AVENUE",105.917120553407,y, , , ,178,6267.84396922994,764503.460019235,Park,SHAKER HEIGHTS,Community,4
0,731,4705,CU19-IN-SC-M-156,CU-IN-SC-M-156,CU-IN,CANTERBURY SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,934.00000,CITY OF CLEVELAND HEIGHTS,0,CALCULATED,687-27-001, , ,BD OF EDUC CANTERBURY SCHOOL,CANTEBERRY RD,"CLEVELAND, OH  44118",CITY OF CLEVELAND HEIGHTS ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/10/29 00:00:00+00,Y, ,10.125290352197,y, , , ,181,1299.54143156047,73096.6152698521,Other,,,
0,733,3254,CU18-MO-CE-M-024,CU-MO-CE-M-024,CU-MO,WOODLAND CEMETERY,INSTITUTIONAL,CEMETERY-MUNICIPAL,0,0,0, ,253.00000,CITY OF CLEVELAND,0,CALCULATED,124-07-001, , ,CLEVELAND CITY OF WOODLAND CEMETERY,QUINCY AVE,"CLEVELAND, OH  44104",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/18 00:00:00+00,N, ,55.7440737622889,y, , , ,182,2561.7072237842,402412.548230155,Cemetery,,,
0,736,5244,CU20-MO-MU-E-147,CU-MO-MU-E-147,CU-MO,VACANT MUNICIPAL,VACANT,MUNICIPAL,0,0,0, ,482.00000,VILLAGE OF HUNTING VALLEY,0,CALCULATED,881-30-001, , ,HUNTING VALLEY VILLAGE OF,38251 FAIRMOUNT BLVD,CHAGRIN FL OH 44022-6619,VILLAGE OF HUNTING VALLEY ZONING,NO INFORMATION, , ,X, , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/15 00:00:00+00,N,DIVIDED BY FAIRMOUNT BOULEVARD,108.029024989841,y, , , ,183,4564.80645274762,779920.964923986,Other,,,
0,741,3979,CU18-MO-MU-E-143,CU-MO-MU-E-143,CU-MO,CLEVELAND WATER WORKS,TRANSP/UTILITY,MUNICIPAL LANDS,0,0,0, ,479.00000,CITY OF CLEVELAND,0,CALCULATED,003-13-004, , ,CITY OF CLEVELAND-WATERWORKS & FILTRATION PLANT,DIVISION AVE,"CLEVELAND, OH  44113",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Cleveland Civic Vision 2000 ""Citywide Plan""",1993/11/10 00:00:00+00,N,ADJACENT TO CU18-PA-LM-E-176,24.3749973466129,y, , , ,184,1824.43625824754,175956.745486037,Other,,,
0,745,4042,CU18-IN-SC-M-242,CU-IN-SC-M-242,CU-IN,EAST TECH SENIOR HIGH SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,1009.00000,CITY OF CLEVELAND,0,CALCULATED,103-35-009, , ,BD OF ED EAST TECHNICAL HIGH SCHOOL & PLAYGROUND,OUTHWAITE,CLEVELAND OH  44104,CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Cleveland Civic Vision 2000 ""Citywide Plan""",1993/11/18 00:00:00+00,N,ADJACENT TO CU18-IN-SC-M-243,5.10357782404356,y, , , ,185,917.990350793908,36842.5904617734,Other,,,
0,748,4671,CU19-IN-SC-P-040,CU-IN-SC-P-040,CU-IN,JOHN CARROLL UNIVERSITY,INSTITUTIONAL,SCHOOL/COLLEGE-PRIV,0,0,0, ,1050.00000,CITY OF UNIVERSITY HEIGHTS,0,CALCULATED,721-07-001, , ,JOHN CARROLL UNIVERSITY,20700 N PARK BLVD,"CLEVELAND, OH  44118",CITY OF UNIVERSITY HEIGHTS ZONING,NO INFORMATION, , ,X, , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/03 00:00:00+00,N,"ADJACENT TO CU19-IN-SC-P-041; DIVIDED BY BELVOIR BLVD",15.1541870249489,y, , , ,186,1352.20174693464,109397.063528114,Other,,,
0,750,3414,CU16-IN-SC-M-006,CU-IN-SC-M-006,CU-IN,BAY VILLAGE HIGH SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,801.00000,CITY OF BAY VILLAGE,0,CALCULATED,202-11-002, , ,BAY VILLAGE BD OF ED,29230 WOLF RD,"CLEVELAND, OH  44140",CITY OF BAY VILLAGE ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/08/31 00:00:00+00,Y, ,41.388357512613,y, , , ,187,2978.88164314989,298751.58449002,Other,,,
0,751,3978,CU18-MO-MU-E-142,CU-MO-MU-E-142,CU-MO,CLEVELAND FILTRATION PLANT,TRANSP/UTILITY,MUNICIPAL LANDS,0,0,0, ,478.00000,CITY OF CLEVELAND,0,CALCULATED,003-01-004, , ,CITY OF CLEVELAND-WATERWORKS & FILTRATION PLANT,W 58 ST,"CLEVELAND, OH  44101",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/10 00:00:00+00,N,ADJACENT TO CU18-PA-LM-E-176,0.499636540155695,y, , , ,188,295.38219423318,3606.78915702123,Other,,,
0,752,4898,CU20-MO-MU-E-144,CU-MO-MU-E-144,CU-MO,VACANT MUNICIPAL,VACANT,MUNICIPAL,0,0,0, ,480.00000,CITY OF PEPPER PIKE,0,CALCULATED,871-27-025, , ,PEPPER PIKE CITY OF,28000 SHAKER BLVD,CLEVE OH 44124-5049,CITY OF PEPPER PIKE ZONING,NO INFORMATION, , ,X, , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/10 00:00:00+00,N,DIVIDED BY KERSDALE ROAD AND LANDER CIRCLE,6.38239269185115,y, , , ,189,2355.68070177307,46070.7467695969,Other,,,
0,753,5059,CU20-IN-SC-P-052,CU-IN-SC-P-052,CU-IN,UNIVERSITY SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-PRIV,0,0,0, ,1059.00000,VILLAGE OF HUNTING VALLEY,0,CALCULATED,881-16-001, , ,UNIVERSITY SCHOOL,20701 BRANTLEY RD,CLEVE OH 44122-1999,VILLAGE OF HUNTING VALLEY ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/09 00:00:00+00,N, ,186.282613114519,y, , , ,190,9082.10516427668,1344572.20864211,Other,,,
0,757,4457,CU19-IN-CL-E-214,CU-IN-CL-E-214,CU-IN,CLEVELAND METROPOLITAN ASSEMBLY OF GOD,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,686.00000,CITY OF CLEVELAND,0,CALCULATED,126-12-003, , ,"CLEVELAND METRO ASSEMBLY OF GOD INC.,",WOODHILL RD,"CLEVELAND, OH  44104",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/17 00:00:00+00,N, ,5.97307721360676,y, , , ,192,1014.50839764398,43117.0706676554,Other,,,
0,758,3242,CU18-IN-CL-E-220,CU-IN-CL-E-220,CU-IN,CHURCH,INSTITUTIONAL,CHURCH LANDS,0,0,0, ,691.00000,CITY OF CLEVELAND,0,CALCULATED,124-10-001, , ,MT. HERMAN BAPTIST CHURCH,7401 E. 71 ST.,"CLEVELAND, OH  44125",CITY OF CLEVELAND ZONING,NO INFORMATION, , ,X, , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/18 00:00:00+00,N,DIVIDED BY EAST 73RD STREET.,10.3509089061303,y, , , ,193,1364.28275389652,74719.1995869599,Other,,,
0,762,5089,CU20-MO-GO-P-020,CU-MO-GO-P-020,CU-MO,THE COUNTRY CLUB,RECREATIONAL,GOLF-PRIVATE,0,0,0, ,321.00000,CITY OF PEPPER PIKE,0,CALCULATED,871-40-001, , ,COUNTRY CLUB INC,2825 LANDER RD,CLEVE OH 44124-4899,CITY OF PEPPER PIKE ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/10 00:00:00+00,N,ADJACENT TO CU20-MO-GO-P-021,226.59961442824,y, , , ,194,5828.148705027,1635568.1771043,Golf,,,
0,767,3613,CU17-PA-LM-E-011,CU-PA-LM-E-011,CU-PA,ROCKY RIVER PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,11.00000,CITY OF ROCKY RIVER,0,CALCULATED,301-02-009, , ,ROCKY RIVER VILLAGE OF,AVALON DR REAR,"CLEVELAND, OH  44116",CITY OF ROCKY RIVER ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/09/03 00:00:00+00,Y, ,5.43731937632944,y, , , ,196,813.529901952137,39247.0644570206,Park,ROCKY RIVER,Local,2
0,769,3689,CU17-MO-MA-P-001,CU-MO-MA-P-001,CU-MO,CLEVELAND YACHTING CLUB,RECREATIONAL,MARINA-PRIVATE,0,0,0, ,349.00000,CITY OF ROCKY RIVER,0,CALCULATED,301-09-103, , ,CLEVELAND YACHTING CLUB INC,200 YACHT CLUB,CLEVE OH 44116-1736,CITY OF ROCKY RIVER ZONING,NO INFORMATION, ,X, , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/09/08 00:00:00+00,N,DIVIDED BY AERIAL EASEMENT,8.19260896113861,y, , , ,197,1464.01220641762,59134.5792925324,Other,,,
0,774,3698,CU17-PA-LM-E-007,CU-PA-LM-E-007,CU-PA,KAUFMAN PARK,PARK,LOCAL/MUNICIPAL,0,0,0, ,7.00000,CITY OF LAKEWOOD,0,CALCULATED,312-14-119, , ,LAKEWOOD CITY OF,ARTHUR AVE,"CLEVELAND, OH  44107",CITY OF LAKEWOOD ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/09/02 00:00:00+00,N,ADJACENT TO CU17-IN-CL-E-92,6.49608272146368,y, ,y, ,198,953.080495885584,46888.8254370461,Park,LAKEWOOD,Local,2
0,776,4941,CU19-IN-SC-M-131,CU-IN-SC-M-131,CU-IN,SCHOOL,INSTITUTIONAL,SCHOOL/COLLEGE-MUNI,0,0,0, ,910.00000,CITY OF BEACHWOOD,0,CALCULATED,741-18-001, , ,BD OF ED OF BEECHWOOD,24601 FAIRMOUNT BLVD,CLEVE OH 44122-2298,CITY OF BEACHWOOD ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700,"Urban Parks & Rec Recovery Action Plan, CPC, 1992",1993/10/27 00:00:00+00,Y, ,17.3159288654017,y, , , ,199,1557.93596867081,124990.298896065,Other,,,
0,778,4556,CU18-MO-CE-P-058,CU-MO-CE-P-058,CU-MO,ST. JOSEPH CEMETERY,INSTITUTIONAL,CEMETERY-PRIVATE,0,0,0, ,287.00000,CITY OF CLEVELAND,0,CALCULATED,126-19-001, , ,CATH CEMETERIES ASSN ST JOS,WOODLAND AVE,"CLEVELAND, OH  44104",CITY OF CLEVELAND ZONING,NO INFORMATION,X, , , , , , ,NO, , , , , , ,Cuy Cty Plg Comm 323 Lakeside Ave W Cleve Oh 44113,"Richard Sicha, Principal Planner",(216)443-3700, ,1993/11/18 00:00:00+00,N, ,8.34761467937416,y, , , ,200,983.280598569701,60254.6029868858,Cemetery,,,
